Date,News,What It Affects,Sentiment,Source
2025-05-29,"Finance secretary says ban on cryptocurrency still in place, stresses need for regulation",Currency / Exchange Rate,Negative,https://www.dawn.com/news/1914084/finance-secretary-says-ban-on-cryptocurrency-still-in-place-stresses-need-for-regulation
2025-05-29,Food minister assures agri sector of relief in budget,Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1914018/food-minister-assures-agri-sector-of-relief-in-budget
2025-05-29,Trade deficit with Middle East swells to $11.7bn,Current Account / Trade,Neutral,https://www.dawn.com/news/1914015/trade-deficit-with-middle-east-swells-to-117bn
2025-05-30,Crypto Council to meet on June 2 for digital currency regulations,Currency / Exchange Rate,Neutral,https://www.dawn.com/news/1914295/crypto-council-to-meet-on-june-2-for-digital-currency-regulations
2025-05-30,"Crypto policy in disarray as SBP, ministry insist ban is still in place",Monetary Policy / Interest Rates,Negative,https://www.dawn.com/news/1914192/crypto-policy-in-disarray-as-sbp-ministry-insist-ban-is-still-in-place
2025-05-30,Inflation may start rising after record lows,Inflation / CPI,Negative,https://www.dawn.com/news/1914180/inflation-may-start-rising-after-record-lows
2025-05-30,SBP needs $2.5bn to achieve $14bn target,Monetary Policy / Interest Rates; Currency / Exchange Rate,Neutral,https://www.dawn.com/news/1914178/sbp-needs-25bn-to-achieve-14bn-target
2025-05-30,Senate panel clears tax amendment bill,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1914176/senate-panel-clears-tax-amendment-bill
2025-05-31,Weekly inflation rises,Inflation / CPI,Negative,https://www.dawn.com/news/1914435/weekly-inflation-rises
2025-05-31,Petrol price rises by Re1 while LPG falls by Rs4.62,Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1914531/petrol-price-rises-by-re1-while-lpg-falls-by-rs462
2025-05-31,Businessmen demand tax relief for salaried class and industries in budget,Fiscal Policy / Budget / Taxes; Current Account / Trade,Positive,https://www.dawn.com/news/1914438
2025-05-31,Govt mulls tax break to avert cotton sector collapse,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1914436/govt-mulls-tax-break-to-avert-cotton-sector-collapse
2025-05-31,NA panel urges review of Utility Stores Corporation divestment,Privatization / Divestment,Neutral,https://www.dawn.com/news/1914437/na-panel-urges-review-of-utility-stores-corporation-divestment
2025-06-01,Cotton import bill goes up by 114pc,Current Account / Trade,Negative,https://www.dawn.com/news/1914656/cotton-import-bill-goes-up-by-114pc
2025-06-01,July-May collection falls short by Rs1tr,Fiscal Policy / Budget / Taxes; Current Account / Trade,Negative,https://www.dawn.com/news/1914660/july-may-collection-falls-short-by-rs1tr
2025-06-01,PSX recovers 7.5pc in May despite a brief war with India,Stock Market (Direct),Positive,https://www.dawn.com/news/1914648/psx-recovers-75pc-in-may-despite-a-brief-war-with-india
2025-06-02,In the spirit of crypto experimentation,Monetary Policy / Interest Rates,Neutral,https://www.dawn.com/news/1914933/in-the-spirit-of-crypto-experimentation
2025-06-02,"With rising mechanisation in agriculture and slow-growing industrial sector, wave of rural workers’ displacement may rise",GDP / Economic Growth,Neutral,https://www.dawn.com/news/1914928
2025-06-02,Textile exporters urge policy reversal to avoid sector collapse,Textile Sector,Negative,https://www.dawn.com/news/1914843/textile-exporters-urge-policy-reversal-to-avoid-sector-collapse
2025-06-02,Inflation climbs to 3.5pc for May,Inflation / CPI,Negative,https://www.dawn.com/news/1914976/inflation-climbs-to-35pc-for-may
2025-06-02,Govt to prioritise high-value projects as development budget stands at Rs880bn only: Ahsan Iqbal,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1914987/govt-to-prioritise-high-value-projects-as-development-budget-stands-at-rs880bn-only-ahsan-iqbal
2025-06-02,"Editorial: Despite bound by IMF’s conditions, govt seems desperate to provide tax relief to salaried people",IMF / External Financing; Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1914866
2025-06-02,Forging a solid reforms agenda,IMF / External Financing; Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1914914/forging-a-solid-reforms-agenda
2025-06-02,"Fiscal sustainability to remain at risk without progress on equity, institutional reform",Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1914930
2025-06-02,Gilgit-Baltistan protest over trade intensifies as KKH blocked for third day,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1914874/gilgit-baltistan-protest-over-trade-intensifies-as-kkh-blocked-for-third-day
2025-06-02,Budget 2025-26: Dual pricing on the cards as govt ratchets up war on cash,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1914877/budget-2025-26-dual-pricing-on-the-cards-as-govt-ratchets-up-war-on-cash
2025-06-03,PM directs hiring of reputed firms to validate initiatives for tax reforms,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1915122/pm-directs-hiring-of-reputed-firms-to-validate-initiatives-for-tax-reforms
2025-06-03,Govt eyes 4.2pc GDP growth for FY26,Current Account / Trade; GDP / Economic Growth,Negative,https://www.dawn.com/news/1915125/govt-eyes-42pc-gdp-growth-for-fy26
2025-06-03,"Stocks falter after breaching 120,000-barrier",Stock Market (Direct),Neutral,https://www.dawn.com/news/1915120/stocks-falter-after-breaching-120000-barrier
2025-06-03,Budget 2025-26: Shadow of IMF looms over development kitty,IMF / External Financing; Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1915111/shadow-of-imf-looms-over-development-kitty
2025-06-03,ADB approves $800m to boost Pakistan’s public finance,IMF / External Financing,Positive,https://www.dawn.com/news/1915179/adb-approves-800m-to-boost-pakistans-public-finance
2025-06-03,Fertiliser companies fined Rs375m for ‘anti-competitive conduct’,Fertilizer Sector,Negative,https://www.dawn.com/news/1915182/fertiliser-companies-fined-rs375m-for-anti-competitive-conduct
2025-06-04,Aptma seeks review of export scheme,Fiscal Policy / Budget / Taxes; Current Account / Trade,Neutral,https://www.dawn.com/news/1915345/aptma-seeks-review-of-export-scheme
2025-06-04,"Bulls toss PSX to record above 120,400",Stock Market (Direct),Positive,https://www.dawn.com/news/1915342/bulls-toss-psx-to-record-above-120400
2025-06-04,Exports to Europe swell to $7.5bn,Current Account / Trade,Positive,https://www.dawn.com/news/1915344/exports-to-europe-swell-to-75bn
2025-06-04,"Fertiliser makers, association fined Rs375m",Fertilizer Sector,Negative,https://www.dawn.com/news/1915348/fertiliser-makers-association-fined-rs375m
2025-06-04,"Shares at PSX climb 1,300 points due to ADB programme",Stock Market (Direct); IMF / External Financing; Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1915374/shares-at-psx-climb-1300-points-due-to-adb-programme
2025-06-04,‘Flawed’ govt policies cause sharp contraction in major crops,Current Account / Trade,Neutral,https://www.dawn.com/news/1915349/flawed-govt-policies-cause-sharp-contraction-in-major-crops
2025-06-05,PM approves plan to cut import duties on raw materials,Current Account / Trade,Positive,https://www.dawn.com/news/1915540/pm-approves-plan-to-cut-import-duties-on-raw-materials
2025-06-05,Punjab mulls waiving tax on local cotton,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1915535/punjab-mulls-waiving-tax-on-local-cotton
2025-06-05,Importers struggle for dollars despite higher inflows,Currency / Exchange Rate,Positive,https://www.dawn.com/news/1915539/importers-struggle-for-dollars-despite-higher-inflows
2025-06-05,The rulers can start with the upcoming budget to make at least one breakthrough to vindicate themselves,Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1915532
2025-06-05,Exports contract 10pc in May,Current Account / Trade,Negative,https://www.dawn.com/news/1915536/exports-contract-10pc-in-may
2025-06-05,Economy vulnerable to external shocks: think tank,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1915537/economy-vulnerable-to-external-shocks
2025-06-05,China’s rare earth export curbs hit global auto industry,Current Account / Trade; Automobile Sector,Neutral,https://www.dawn.com/news/1915538/chinas-rare-earth-export-curbs-hit-global-auto-industry
2025-06-05,IMF wants ‘strict compliance’ as budget enters final stages,IMF / External Financing; Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1915517/imf-wants-strict-compliance-as-budget-enters-final-stages
2025-06-06,PSX falters after IMF calls for strict compliance,Stock Market (Direct); IMF / External Financing,Neutral,https://www.dawn.com/news/1915753/psx-falters-after-imf-calls-for-strict-compliance
2025-06-06,Reforms launched to ease funding barriers for SMEs,Monetary Policy / Interest Rates,Neutral,https://www.dawn.com/news/1915758/reforms-launched-to-ease-funding-barriers-for-smes
2025-06-06,SBP reserves fall,Monetary Policy / Interest Rates,Negative,https://www.dawn.com/news/1915752/sbp-reserves-fall
2025-06-06,Weekly inflation eases slightly,Inflation / CPI,Positive,https://www.dawn.com/news/1915757/weekly-inflation-eases-slightly
2025-06-07,"Agricultural sector teetering on the brink, warn stakeholders",Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1915908/agricultural-sector-teetering-on-the-brink-warn-stakeholders
2025-06-07,"Auto sector raises red flags over tariff reforms, used car imports",IMF / External Financing; Current Account / Trade; Automobile Sector,Neutral,https://www.dawn.com/news/1915930/auto-sector-raises-red-flags-over-tariff-reforms-used-car-imports
2025-06-07,OICCI seeks relief for salaried and corporate sector,Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1915904/oicci-seeks-relief-for-salaried-and-corporate-sector
2025-06-07,Positive triggers continue to drive bullish momentum at PSX,Stock Market (Direct); Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1915905/positive-triggers-continue-to-drive-bullish-momentum-at-psx
2025-06-08,Pakistan imports 32.8GW of solar PV modules in 5 years,Current Account / Trade,Neutral,https://www.dawn.com/news/1915907
2025-06-08,National Assembly speaker gives nod to budget schedule: statement,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916044/national-assembly-speaker-gives-nod-to-budget-schedule-statement
2025-06-08,Editorial: Reversing the increasing poverty rate requires political will and a strong policy focus,IMF / External Financing,Neutral,https://www.dawn.com/news/1915943
2025-06-09,We asked two ex-finance ministers what the 2025-26 budget should look like. Here are their thoughts,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1914504/we-asked-two-ex-finance-ministers-what-the-2025-26-budget-should-look-like-here-are-their-thoughts
2025-06-09,‘Fantastic story on inflation’: Economic Survey shows ambitious GDP growth for FY25,Inflation / CPI; GDP / Economic Growth,Neutral,https://www.dawn.com/news/1916059/fantastic-story-on-inflation-economic-survey-shows-ambitious-gdp-growth-for-fy25
2025-06-10,Economic Survey 2024-25: Growth stumbles as key targets missed,GDP / Economic Growth,Neutral,https://www.dawn.com/news/1916157/economic-survey-2024-25-growth-stumbles-as-key-targets-missed
2025-06-10,"Women-centric metrics: nearly 3,000 girls enrolled for sports training",GDP / Economic Growth,Neutral,https://www.dawn.com/news/1916210/women-centric-metrics-nearly-3000-girls-enrolled-for-sports-training
2025-06-10,Pakistan becoming regional IT hub,Current Account / Trade; GDP / Economic Growth,Positive,https://www.dawn.com/news/1916213/pakistan-becoming-regional-it-hub
2025-06-10,"PPP demands salary, pension raise for govt workers",Political Stability / Government,Neutral,https://www.dawn.com/news/1916207/ppp-demands-salary-pension-raise-for-govt-workers
2025-06-10,"Over fivefold raise in salaries of Senate chairman, NA speaker okayed",Political Stability / Government,Neutral,https://www.dawn.com/news/1916120/over-fivefold-raise-in-salaries-of-senate-chairman-na-speaker-okayed
2025-06-10,On to the budget,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916242/on-to-the-budget
2025-06-10,Historic performance tosses PSX to record highs in FY25,Stock Market (Direct),Positive,https://www.dawn.com/news/1916218/historic-performance-tosses-psx-to-record-highs-in-fy25
2025-06-10,Heavy imports causing trade imbalances,Current Account / Trade,Neutral,https://www.dawn.com/news/1916216/heavy-imports-causing-trade-imbalances
2025-06-10,Exemptions hit record as tax revenue falls short,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1916155/exemptions-hit-record-as-tax-revenue-falls-short
2025-06-10,Economic jargon you need to know for understanding the budget,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1837512
2025-06-10,Economic Survey 2024-25: Education spending plummets to 0.8pc of GDP,GDP / Economic Growth,Neutral,https://www.dawn.com/news/1916136/economic-survey-2024-25-education-spending-plummets-to-08pc-of-gdp
2025-06-10,"After expanding the net, new budget will focus on increasing tax rates",Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1916156/after-expanding-the-net-new-budget-will-focus-on-increasing-tax-rates
2025-06-10,Debt grows moderately to Rs76 trillion,GDP / Economic Growth; Debt / External Debt,Negative,https://www.dawn.com/news/1916217/debt-grows-moderately-to-rs76-trillion
2025-06-10,57 licences issued to EV makers,Automobile Sector,Neutral,https://www.dawn.com/news/1916219/57-licences-issued-to-ev-makers
2025-06-10,Agriculture: Burdening the national backbone,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916160/agriculture-burdening-the-national-backbone
2025-06-10,"Budget FY26: Pakistan targets 4.2pc growth, slashes overall spending",Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916292/budget-fy26-pakistan-targets-42pc-growth-slashes-overall-spending
2025-06-10,"Budget FY26: ‘Relief’ for salaried group as govt goes after solar panels, e-commerce",Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1916323/budget-fy26-relief-for-salaried-group-as-govt-goes-after-solar-panels-e-commerce
2025-06-10,Economic Survey 2024-25 encapsulates ‘glass half-full or half-empty’ analogy,GDP / Economic Growth,Neutral,https://www.dawn.com/news/1916153/analysis-half-empty-or-half-full
2025-06-10,CORPORATE WINDOW: An inquiry into cryptocurrency,Currency / Exchange Rate,Neutral,https://www.dawn.com/news/1916229/corporate-window-an-inquiry-into-cryptocurrency
2025-06-10,Capacity payments weigh heavily on electricity users,GDP / Economic Growth,Neutral,https://www.dawn.com/news/1916119/economic-survey-2024-25-capacity-payments-weigh-heavily-on-electricity-users
2025-06-10,Converting surplus MWs into jobs,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916164/converting-surplus-mws-into-jobs
2025-06-10,Budget cuts & developing backwards,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916165/budget-cuts-developing-backwards
2025-06-11,‘Non-filers’ to face the music as income tax rates come down,Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1916440/non-filers-to-face-the-music-as-income-tax-rates-come-down
2025-06-11,Subsidies slashed to Rs1.18tr,Fiscal Policy / Budget / Taxes; Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1916461/subsidies-slashed-to-rs118tr
2025-06-11,"Sindh govt to allocate funds for EV taxis, scooters in provincial budget: minister",Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916493/sindh-govt-to-allocate-funds-for-ev-taxis-scooters-in-provincial-budget-minister
2025-06-11,Petrolheads in for a price shock,Fiscal Policy / Budget / Taxes; Automobile Sector,Neutral,https://www.dawn.com/news/1916458/petrolheads-in-for-a-price-shock
2025-06-11,PSX hits all-time high as proposed ‘neutral-to-positive’ budget well-received by investors,Stock Market (Direct); Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1916492/psx-hits-all-time-high-as-proposed-neutral-to-positive-budget-well-received-by-investors
2025-06-11,New taxes to make online shopping costlier,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916435/new-taxes-to-make-online-shopping-costlier
2025-06-11,"Tax relief for property buyers, but not for sellers",Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1916465/tax-relief-for-property-buyers-but-not-for-sellers
2025-06-11,Defence budget sees major boost amid India tensions,Fiscal Policy / Budget / Taxes; GDP / Economic Growth,Positive,https://www.dawn.com/news/1916437/defence-budget-sees-major-boost-amid-india-tensions
2025-06-11,"Editorial: FY26 budget shows that stability has returned, but will growth follow suit?",Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916446/ambitious-goals
2025-06-11,An IMF-mandated balancing act for the budget,IMF / External Financing; Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916438
2025-06-11,Budget 2025-26: Austerity budget offers ‘crumbs’ for relief,Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1916442/budget-2025-26-austerity-budget-offers-crumbs-for-relief
2025-06-11,Rs200bn relief unveiled in major tariff overhaul,Fiscal Policy / Budget / Taxes; Current Account / Trade,Positive,https://www.dawn.com/news/1916459/rs200bn-relief-unveiled-in-major-tariff-overhaul
2025-06-11,"Budget grants 10pc pay raise, 7pc pension increase for govt employees",Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916441/budget-grants-10pc-pay-raise-7pc-pension-increase-for-govt-employees
2025-06-11,"Budget 2025-26: FM Aurangzeb acknowledges pain, calls budget ‘foundation’ for Pakistan’s future",IMF / External Financing; Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916425/budget-2025-26-fm-aurangzeb-acknowledges-pain-calls-budget-foundation-for-pakistans-future
2025-06-11,"Budget lacks steps to cure economic ills, complain industry leaders",Fiscal Policy / Budget / Taxes; Current Account / Trade,Neutral,https://www.dawn.com/news/1916466/budget-lacks-steps-to-cure-economic-ills-complain-industry-leaders
2025-06-12,Punjab envisages Rs1.2 trillion development outlay,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916574/punjab-envisages-rs12-trillion-development-outlay
2025-06-12,There is not a single reform measure in this budget,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916673
2025-06-12,PTI rallies farmers for decisive protest to fix agri sector,Political Stability / Government,Positive,https://www.dawn.com/news/1916648/pti-rallies-farmers-for-decisive-protest-to-fix-agri-sector
2025-06-12,"Low education budget worries teachers as varsities struggle to pay salaries, pensions",Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1916593/low-education-budget-worries-teachers-as-varsities-struggle-to-pay-salaries-pensions
2025-06-12,Legal provisions introduced to curb sales tax evasion,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916679/legal-provisions-introduced-to-curb-sales-tax-evasion
2025-06-12,Budget 2025-26: Threat of Rs500bn tax hike if enforcement measures blocked,IMF / External Financing; Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1916663/budget-2025-26-threat-of-rs500bn-tax-hike-if-enforcement-measures-blocked
2025-06-12,"After sugar, FBR sets its sights on tobacco sector",Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916650
2025-06-12,Editorial: A govt desperate to grow economy can hardly do so as the dynamism required is not visible,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916667
2025-06-13,Automobile sales flourish in May,Monetary Policy / Interest Rates; Inflation / CPI; Automobile Sector,Neutral,https://www.dawn.com/news/1916830/automobile-sales-flourish-in-may
2025-06-13,"SBP reserves up, monetary policy on 16th",Monetary Policy / Interest Rates; Banking Sector,Positive,https://www.dawn.com/news/1916829/sbp-reserves-up-monetary-policy-on-16th
2025-06-13,SBP set to hold policy rate as Israel-Iran conflict overshadows growth push,Monetary Policy / Interest Rates; Inflation / CPI,Neutral,https://www.dawn.com/news/1916927/sbp-set-to-hold-policy-rate-as-israel-iran-conflict-overshadows-growth-push
2025-06-13,Telco ordered to pay Rs22bn tax on towers’ sale,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916828/telco-ordered-to-pay-rs22bn-tax-on-towers-sale
2025-06-13,‘Taxation steps  to stifle growth’,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916831/taxation-steps-to-stifle-growth
2025-06-14,Sindh unveils Rs3.45tr budget amid opposition protest,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1917023/sindh-unveils-rs345tr-budget-amid-opposition-protest
2025-06-14,Sindh Budget 2025-26: No new mega uplift scheme for Karachi three years running,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916970
2025-06-14,"PSX loses 1,950 points on geopolitical tensions",Stock Market (Direct); Cement Sector; Fertilizer Sector,Negative,https://www.dawn.com/news/1917008/psx-loses-1950-points-on-geopolitical-tensions
2025-06-14,"NA panel okays cash withdrawal hike, rejects online sales tax",Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1917022/na-panel-okays-cash-withdrawal-hike-rejects-online-sales-tax
2025-06-14,FBR fails to expedite recovery in tax cases,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1917000/fbr-fails-to-expedite-recovery-in-tax-cases
2025-06-14,Budget democratisation,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917036/budget-democratisation
2025-06-14,Balochistan okays public-private partnership projects,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1916999/balochistan-okays-public-private-partnership-projects
2025-06-14,KP unveils tax-free budget of Rs2.12tr,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917025/kp-unveils-tax-free-budget-of-rs212tr
2025-06-15,Sindh offers tax relief to boost economic activity,Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1917238/sindh-offers-tax-relief-to-boost-economic-activity
2025-06-15,Equities turn bullish as ‘positive’ budget sparks value hunting,Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1917242/equities-turn-bullish-as-positive-budget-sparks-value-hunting
2025-06-15,Second Afghan transit vessel arrives at Gwadar Port,Fertilizer Sector,Neutral,https://www.dawn.com/news/1917256/second-afghan-transit-vessel-arrives-at-gwadar-port
2025-06-15,Budget 2025-26: Senate panel opposes arrest powers for tax commissioners,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917151/budget-2025-26-senate-panel-opposes-arrest-powers-for-tax-commissioners
2025-06-15,Aurangzeb urged to review FBR’s excessive powers,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917240/aurangzeb-urged-to-review-fbrs-excessive-powers
2025-06-15,CM Bugti discusses budget proposals with PPP members,Fiscal Policy / Budget / Taxes; Political Stability / Government,Neutral,https://www.dawn.com/news/1917255/cm-bugti-discusses-budget-proposals-with-ppp-members
2025-06-16,"Govt hikes petrol price by Rs4.80, diesel by Rs7.95",Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1917324/govt-hikes-petrol-price-by-rs480-diesel-by-rs795
2025-06-16,"Sindh budget: New year, same old broken tune",Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917278/sindh-budget-new-year-same-old-broken-tune
2025-06-16,SBP maintains 11pc interest rate amid Mideast conflict,Monetary Policy / Interest Rates; Inflation / CPI; Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1917488/sbp-maintains-11pc-interest-rate-amid-mideast-conflict
2025-06-16,Questioning the masses,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917281/questioning-the-masses
2025-06-16,PPP’s Senator Marri laments development projects not being given to Sindh,Political Stability / Government,Neutral,https://www.dawn.com/news/1917484/ppps-senator-marri-laments-development-projects-not-being-given-to-sindh
2025-06-16,The salaried struggle carries on and on,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1917435/the-salaried-struggle-carries-on-and-on
2025-06-16,KP budget: Eyeing prosperity with gaps at home,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917279/kp-budget-eyeing-prosperity-with-gaps-at-home
2025-06-16,False promises and avoiding agricultural necessities,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917431/false-promises-and-avoiding-agricultural-necessities
2025-06-16,"One-time sellers, home-based business exempt from online registration: FBR",Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1917415/one-time-sellers-home-based-business-exempt-from-online-registration-fbr
2025-06-16,Driving blind on auto industry taxation,Fiscal Policy / Budget / Taxes; Automobile Sector,Positive,https://www.dawn.com/news/1917283/driving-blind-on-auto-industry-taxation
2025-06-16,Digging deeper development holes to nowhere,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917433/digging-deeper-development-holes-to-nowhere
2025-06-16,Budget special: Tying down e-commerce with misguided reforms,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917280/budget-special-tying-down-e-commerce-with-misguided-reforms
2025-06-16,Budget special: A fragile budget meets a volatile world,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1917284/budget-special-a-fragile-budget-meets-a-volatile-world
2025-06-16,Budget Special: Unpacking a paradoxical fiscal plan,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917432/budget-special-unpacking-a-paradoxical-fiscal-plan
2025-06-16,"Bits, gaps, and the farmers’ perspective",Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917429/bits-gaps-and-the-farmers-perspective
2025-06-16,Balochistan to present Rs1tr surplus budget tomorrow,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917410/balochistan-to-present-rs1tr-surplus-budget-tomorrow
2025-06-16,"Economic Survey: Resilient, if you don’t look too closely",Fiscal Policy / Budget / Taxes; GDP / Economic Growth,Neutral,https://www.dawn.com/news/1917282/economic-survey-resilient-if-you-dont-look-too-closely
2025-06-17,"Punjab raises govt employee pays, minimum wage in Rs5.33tr budget",Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917559
2025-06-17,"Pakistan, US agree to advance talks on reciprocal tariffs: Aurangzeb",Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917668/pakistan-us-agree-to-advance-talks-on-reciprocal-tariffs-aurangzeb
2025-06-17,PTI’s Gohar suggests tax exemption for salaried class earning upto Rs2.2m annually,Fiscal Policy / Budget / Taxes; Political Stability / Government,Neutral,https://www.dawn.com/news/1917693/ptis-gohar-suggests-tax-exemption-for-salaried-class-earning-upto-rs22m-annually
2025-06-17,Opposition accuses govt of painting ‘rosy picture’ of economy,Fiscal Policy / Budget / Taxes; Political Stability / Government,Neutral,https://www.dawn.com/news/1917613/opposition-accuses-govt-of-painting-rosy-picture-of-economy
2025-06-17,"NA, Senate panels reject 18pc tax on imported solar panels",Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1917698/na-senate-panels-reject-18pc-tax-on-imported-solar-panels
2025-06-17,Monetary policy draws mixed reaction,Monetary Policy / Interest Rates,Neutral,https://www.dawn.com/news/1917620/monetary-policy-draws-mixed-reaction
2025-06-17,Excessive powers to FBR rejected,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1917619/excessive-powers-to-fbr-rejected
2025-06-17,Fauji Fertiliser submits expression of interest for PIA purchase,Fertilizer Sector; Privatization / Divestment,Neutral,https://www.dawn.com/news/1917610/fauji-fertiliser-submits-expression-of-interest-for-pia-purchase
2025-06-17,Ex-Fata steel millers oppose new tax,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917536/ex-fata-steel-millers-oppose-new-tax
2025-06-17,Budget 2025-26: Guardrails sought to stop misuse of FBR arrest powers,Fiscal Policy / Budget / Taxes,Neutral,https://www.dawn.com/news/1917564/budget-2025-26-guardrails-sought-to-stop-misuse-of-fbr-arrest-powers
2025-06-17,Budget 2025-26: Climate budget a ‘walking contradiction’,Fiscal Policy / Budget / Taxes; GDP / Economic Growth,Neutral,https://www.dawn.com/news/1917401
2025-06-17,Mayor Karachi launches municipal bonds,Stock Market (Direct),Neutral,https://www.dawn.com/news/1917621/mayor-karachi-launches-municipal-bonds
2025-06-18,Oil prices up 3pc,Oil & Gas / Energy Sector,Neutral,https://www.dawn.com/news/1917763/oil-prices-up-3pc
2025-06-18,Pindi cantonment boards send budget for approval to military lands department,Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1917817/pindi-cantonment-boards-send-budget-for-approval-to-military-lands-department
