Date,News,What It Affects,Sentiment,Source
2017-10-21,HBL profit drops 94pc after US penalty,Banking Sector,Negative,https://www.dawn.com/news/1365137/hbl-profit-drops-94pc-after-us-penalty
2017-10-21,PPP to resist sale of Pakistan Steel Mills land,Political Stability / Government,No Signal,https://www.dawn.com/news/1365136/ppp-to-resist-sale-of-pakistan-steel-mills-land
2017-10-21,SBP asks dealers to cut dollar price,Monetary Policy / Interest Rates; Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1365134/sbp-asks-dealers-to-cut-dollar-price
2017-10-21,"Security, economy interlinked: State Bank",Monetary Policy / Interest Rates,No Signal,https://www.dawn.com/news/1365126/security-economy-interlinked-state-bank
2017-10-21,World Bank rates Pakistan among top private investment countries,Currency / Exchange Rate; IMF / External Financing,No Signal,https://www.dawn.com/news/1365128/world-bank-rates-pakistan-among-top-private-investment-countries
2017-10-22,A new game on the energy chessboard,Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1365352/a-new-game-on-the-energy-chessboard
2017-10-22,Aggressive local buying fuels bullish weekly close,Stock Market (Direct),Positive,https://www.dawn.com/news/1365355/aggressive-local-buying-fuels-bullish-weekly-close
2017-10-22,China still on track to hit growth target despite winter smog war,GDP / Economic Growth,No Signal,https://www.dawn.com/news/1365351/china-still-on-track-to-hit-growth-target-despite-winter-smog-war
2017-10-22,Education expenses up by 153pc in September,Inflation / CPI,No Signal,https://www.dawn.com/news/1365357/education-expenses-up-by-153pc-in-september
2017-10-22,Govt listing priority projects to achieve goals,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1365354/govt-listing-priority-projects-to-achieve-goals
2017-10-22,World Bank to give $425m for power sector,IMF / External Financing; Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1365358/world-bank-to-give-425m-for-power-sector
2017-10-23,"Bitcoin crosses $6,000 mark for the first time",Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1365701/bitcoin-crosses-6000-mark-for-the-first-time
2017-10-23,PSX commences week on negative note; benchmark index plunges 604 points,Stock Market (Direct),Negative,https://www.dawn.com/news/1365726/psx-commences-week-on-negative-note-benchmark-index-plunges-604-points
2017-10-23,Pakistan Steel Mills seeks federal govt's help for recovery of land,Banking Sector,No Signal,https://www.dawn.com/news/1365607/centres-help-sought-for-recovery-of-steel-mills-land?preview
2017-10-23,Rupee downslide continues,Currency / Exchange Rate; Current Account / Trade; Foreign Reserves,Negative,https://www.dawn.com/news/1365685/rupee-downslide-continues
2017-10-23,Spanner in Sindh’s tax reforms,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1365684/spanner-in-sindhs-tax-reforms
2017-10-23,Swiss investment enters construction chemical sector,Cement Sector,No Signal,https://www.dawn.com/news/1365646/swiss-investment-enters-construction-chemical-sector
2017-10-24,HBL CEO Nauman K. Dar bows out,Banking Sector,No Signal,https://www.dawn.com/news/1365896/hbl-ceo-nauman-k-dar-bows-out
2017-10-24,PSO earns Rs5.03bn profit in first quarter,Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1365891/pso-earns-rs503bn-profit-in-first-quarter
2017-10-24,PSX continues to slide; benchmark index down 192 points,Stock Market (Direct),Negative,https://www.dawn.com/news/1365951/psx-continues-to-slide-benchmark-index-down-192-points
2017-10-24,Sales tax rate on import of textile and leather goods reduced,Fiscal Policy / Budget / Taxes; Current Account / Trade; Textile Sector,Neutral,https://www.dawn.com/news/1365895/sales-tax-rates
2017-10-24,"Textile, clothing exports grow 8pc",Current Account / Trade; Textile Sector,Positive,https://www.dawn.com/news/1365894/textile-clothing-exports-grow-8pc
2017-10-25,"Farigh Four, the company that coined the phrase 'Naya Pakistan'",Political Stability / Government,No Signal,https://aurora.dawn.com/news/1141629/off-the-beaten-track
2017-10-25,HBL celebrates 70 years of Pakistan,Banking Sector,No Signal,https://aurora.dawn.com/news/1142498/hbl-celebrates-70-years-of-pakistan
2017-10-25,"Need to revisit NFC award, says PM’s special assistant",Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1366026/need-to-revisit-nfc-award-says-pms-special-assistant
2017-10-25,Old case returns to haunt cement makers,Cement Sector,No Signal,https://www.dawn.com/news/1366028/old-case-returns-to-haunt-cement-makers
2017-10-25,Power tariff increased by Rs1.52 per unit,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1366027/power-tariff-increased-by-rs152-per-unit
2017-10-25,"Stocks dive 192 points, extend overnight losses",Stock Market (Direct),Negative,https://www.dawn.com/news/1366022/stocks-dive-192-points-extend-overnight-losses
2017-10-25,UAE govt ignoring requests for property buyers’ information,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1366023/uae-govt-ignoring-requests-for-property-buyers-information
2017-10-26,How can Pakistan sustain production of its key food crops?,Current Account / Trade,No Signal,https://www.dawn.com/news/1365636/sustaining-production-of-key-food-crops
2017-10-26,PSX experiences dull session; benchmark index down 186 points,Stock Market (Direct),Negative,https://www.dawn.com/news/1366417/psx-experiences-dull-session-benchmark-index-down-186-points
2017-10-26,Stocks rally 304 points despite falling volume,Stock Market (Direct),Negative,https://www.dawn.com/news/1366195/stocks-rally-304-points-despite-falling-volume
2017-10-26,‘Technical fault’ disrupts shares trading at PSX,Stock Market (Direct),No Signal,https://www.dawn.com/news/1366196/technical-fault-disrupts-shares-trading-at-psx
2017-10-27,Abbasi defends LNG contract with Qatar,Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1366550/abbasi-defends-lng-contract-with-qatar
2017-10-27,Asian Development Bank to fund IT park in Karachi,IMF / External Financing,No Signal,https://www.dawn.com/news/1366473/asian-development-bank-to-fund-it-park-in-karachi
2017-10-27,Dar orders FBR to pay Rs13bn  ST refunds by 31st,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1366477/dar-orders-fbr-to-pay-rs13bn-st-refunds-by-31st
2017-10-27,PSX closes week on negative note; benchmark pares 304 points,Stock Market (Direct),No Signal,https://www.dawn.com/news/1366618/psx-closes-week-on-negative-note-benchmark-pares-304-points
2017-10-27,Stocks lose 186 points amid unexciting results,Stock Market (Direct),Negative,https://www.dawn.com/news/1366478/stocks-lose-186-points-amid-unexciting-results
2017-10-28,FBR asked to extend return filing date,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1366720/fbr-asked-to-extend-return-filing-date
2017-10-28,Fears of a cement glut loom as capacity set to surge,Cement Sector,No Signal,https://www.dawn.com/news/1366727/fears-of-a-cement-glut-loom-as-capacity-set-to-surge
2017-10-28,NBP profit rises to Rs14.7 billion,Banking Sector,Positive,https://www.dawn.com/news/1366723/nbp-profit-rises-to-rs147-billion
2017-10-28,"SBP, Philippines’ central bank sign accord",Monetary Policy / Interest Rates; Banking Sector,No Signal,https://www.dawn.com/news/1366724/sbp-philippines-central-bank-sign-accord
2017-10-29,Construction cost to rise by 12-15pc,Fiscal Policy / Budget / Taxes; Current Account / Trade,No Signal,https://www.dawn.com/news/1366924/construction-cost-to-rise-by-12-15pc
2017-10-29,Dollar rate inching up again,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1366928/dollar-rate-inching-up-again
2017-10-29,"For crude, a ‘wait and watch’ situation",Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1366922/for-crude-a-wait-and-watch-situation
2017-10-29,"Imports of new, used motorcycles surge five times",Current Account / Trade,No Signal,https://www.dawn.com/news/1366927/imports-of-new-used-motorcycles-surge-five-times
2017-10-29,Investors fuel a multibillion-dollar ride-sharing frenzy,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1367037/investors-fuel-a-multibillion-dollar-ride-sharing-frenzy
2017-10-29,PTI working on draft textile policy,Textile Sector; Political Stability / Government,No Signal,https://www.dawn.com/news/1366925/pti-working-on-draft-textile-policy
2017-10-29,World Bank sees slight fall in agriculture prices,IMF / External Financing,No Signal,https://www.dawn.com/news/1366920/world-bank-sees-slight-fall-in-agriculture-prices
2017-10-30,Bears claw back as benchmark index plunges 781 points,Stock Market (Direct),Negative,https://www.dawn.com/news/1367259/bears-claw-back-as-benchmark-index-plunges-781-points
2017-10-30,Five things that ail the Pakistan stock market,Stock Market (Direct),No Signal,https://www.dawn.com/news/1367133/five-things-that-ail-the-pakistan-stock-market
2017-10-30,Food trade deficit grows bigger and bigger,Current Account / Trade,Negative,https://www.dawn.com/news/1367098/food-trade-deficit-grows-bigger-and-bigger
2017-10-30,Forced devaluation of rupee: a recipe for disaster,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1367119/forced-devaluation-of-rupee-a-recipe-for-disaster
2017-10-30,GDP’s evolutionary dynamics,IMF / External Financing; GDP / Economic Growth,No Signal,https://www.dawn.com/news/1367124/gdps-evolutionary-dynamics
2017-10-30,Higher power tariffs as regulator is compromised,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1367114/higher-power-tariffs-as-regulator-is-compromised
2017-10-30,Non-tariff barriers hinder exports between China and Pakistan,Fiscal Policy / Budget / Taxes; Current Account / Trade,No Signal,https://www.dawn.com/news/1367105/non-tariff-barriers-hinder-exports-between-china-and-pakistan
2017-10-30,Rupee largely stable against dollar,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1367130/rupee-largely-stable-against-dollar
2017-10-30,Sick PIA to get Rs13 billion bailout package,IMF / External Financing; Privatization / Divestment,No Signal,https://www.dawn.com/news/1367216/sick-pia-to-get-rs13-billion-bailout-package
2017-10-31,Benchmark index falls through 40k barrier as jitters persist,Stock Market (Direct),Negative,https://www.dawn.com/news/1367469/benchmark-index-falls-through-40k-barrier-as-jitters-persist
2017-10-31,Cementing growth – prospects for Pakistan's cement industry,Cement Sector,No Signal,https://aurora.dawn.com/news/1141379
2017-10-31,ExxonMobil exit jolts Pakistan’s LNG plans,Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1367297/exxonmobil-exit-jolts-pakistans-lng-plans
2017-10-31,Gas imports saving exchequer $1.25bn: PM,Current Account / Trade; Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1367295/gas-imports-saving-exchequer-125bn-pm
2017-10-31,Ogra recommends Rs5.19 hike in HSD price,Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1367433/ogra-recommends-rs519-hike-in-hsd-price
2017-10-31,Sindh govt yet to notify indicative price for sugarcane,Fiscal Policy / Budget / Taxes; Current Account / Trade,No Signal,https://www.dawn.com/news/1367290/sindh-govt-yet-to-notify-indicative-price-for-sugarcane
2017-10-31,Stocks plunge 781 points on lack of triggers,Stock Market (Direct),Negative,https://www.dawn.com/news/1367291/stocks-plunge-781-points-on-lack-of-triggers
2017-11-01,FBR misses revenue collection target,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1367538/fbr-misses-revenue-collection-target
2017-11-01,KSE-100 index slips to 13-month low,Stock Market (Direct),No Signal,https://www.dawn.com/news/1367537/kse-100-index-slips-to-13-month-low
2017-11-01,PSX bounces back as KSE-100 index gains 836 points,Stock Market (Direct); Banking Sector,Positive,https://www.dawn.com/news/1367687/psx-bounces-back-as-kse-100-index-gains-836-points
2017-11-01,Prices of all petroleum products increased,Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1367594/prices-of-all-petroleum-products-increased
2017-11-01,SBP profit rises to Rs238bn,Monetary Policy / Interest Rates,Positive,https://www.dawn.com/news/1367540/sbp-profit-rises-to-rs238bn
2017-11-02,ECC approves Rs13.6bn bailout for national flag carrier PIA,IMF / External Financing; Fiscal Policy / Budget / Taxes; Privatization / Divestment,Positive,https://www.dawn.com/news/1367735/ecc-approves-rs136bn-bailout-for-national-flag-carrier-pia
2017-11-02,KSE-100 index closes with 45-point gain after choppy session,Stock Market (Direct),No Signal,https://www.dawn.com/news/1367893/kse-100-index-closes-with-45-point-gain-after-choppy-session
2017-11-02,PM Abbasi rejects 40-page turnaround plan for PIA,Privatization / Divestment,Negative,https://www.dawn.com/news/1367736/pm-abbasi-rejects-40-page-turnaround-plan-for-pia
2017-11-02,Prices rose 3.8pc in October,Inflation / CPI,Negative,https://www.dawn.com/news/1367733/prices-rose-38pc-in-october
2017-11-02,"RD on imported tiles, sanitary ware welcomed",Fiscal Policy / Budget / Taxes; Current Account / Trade,No Signal,https://www.dawn.com/news/1367725/rd-on-imported-tiles-sanitary-ware-welcomed
2017-11-02,SBP allows dollar-denominated insurance policies,Monetary Policy / Interest Rates; Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1367729/sbp-allows-dollar-denominated-insurance-policies
2017-11-03,Abbasi orders FBR to simplify tax return form,Fiscal Policy / Budget / Taxes; Current Account / Trade,No Signal,https://www.dawn.com/news/1367952/abbasi-orders-fbr-to-simplify-tax-return-form
2017-11-03,Change of govt in Islamabad won’t affect CPEC: China,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1367964/change-of-govt-in-islamabad-wont-affect-cpec-china
2017-11-03,PSX concludes week on positive note as benchmark index gains 565 points,Stock Market (Direct),Positive,https://www.dawn.com/news/1368147/psx-concludes-week-on-positive-note-as-benchmark-index-gains-565-points
2017-11-03,Petrol sales rise despite cheaper CNG,Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1367962/petrol-sales-rise-despite-cheaper-cng
2017-11-03,"Shell, Total, PSO fuel harms engines: Honda",Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1367960/shell-total-pso-fuel-harms-engines-honda
2017-11-04,Cement capacity utilisation at 20-year high,Cement Sector,No Signal,https://www.dawn.com/news/1368200/cement-capacity-utilisation-at-20-year-high
2017-11-04,"Honda complaint fuels confusion in auto, oil industries",Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1368203/honda-complaint-fuels-confusion
2017-11-04,Uptick in weekly inflation,Inflation / CPI,No Signal,https://www.dawn.com/news/1368201/uptick-in-weekly-inflation
2017-11-05,Bears lurk around global oil exports,Stock Market (Direct); Current Account / Trade; Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1368438/bears-lurk-around-global-oil-exports
2017-11-05,Measures to cut trade deficit on the cards,Current Account / Trade,Positive,https://www.dawn.com/news/1368444/measures-to-cut-trade-deficit-on-the-cards
2017-11-05,Number of small borrowers rises sharply,IMF / External Financing,No Signal,https://www.dawn.com/news/1368449/number-of-small-borrowers-rises-sharply
2017-11-05,Stocks recover in a roller-coaster week,Foreign Investment / FPI; Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1368446/stocks-recover-in-a-roller-coaster-week
2017-11-05,Trump urges Saudi Arabia to choose Wall Street for IPO of oil giant Aramco shares,Global Markets / Fed,No Signal,https://www.dawn.com/news/1368380/trump-urges-saudi-arabia-to-choose-wall-street-for-ipo-of-oil-giant-aramco-shares
2017-11-06,Computing provincial wealth still a distant dream,GDP / Economic Growth,No Signal,https://www.dawn.com/news/1368727/computing-provincial-wealth-still-a-distant-dream
2017-11-06,Extractive tax policies discourage compliance,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1368730/extractive-tax-policies-discourage-compliance
2017-11-06,Narrow rupee-dollar parity,Currency / Exchange Rate,Negative,https://www.dawn.com/news/1368731/narrow-rupee-dollar-parity
2017-11-06,PSX experiences volatility as technical glitches mar trading; benchmark down 33 points,Stock Market (Direct),Negative,https://www.dawn.com/news/1368774/psx-experiences-volatility-as-technical-glitches-mar-trading-benchmark-down-33-points
2017-11-06,Pricing oil in yuan may be next move in China’s currency ambitions,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1368718/pricing-oil-in-yuan-may-be-next-move-in-chinas-currency-ambitions
2017-11-06,Punjab should step up its tax game,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1368729/punjab-should-step-up-its-tax-game
2017-11-06,Rs7 levy on locally-produced LPG,Current Account / Trade,No Signal,https://www.dawn.com/news/1368656/rs7-levy-on-locally-produced-lpg
2017-11-07,Cement profits fall amidst rising sales,Fiscal Policy / Budget / Taxes; Cement Sector,Positive,https://www.dawn.com/news/1368844/cement-profits-fall-amidst-rising-sales
2017-11-07,FBR poised to act against those named in Paradise Papers,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1368816/fbr-poised-to-act-against-those-named-in-paradise-papers
2017-11-07,"Govt proposes power tariff hike to clear Punjab, KP hydel profit dues",Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1368845/govt-proposes-power-tariff-hike-to-clear-punjab-kp-hydel-profit-dues
2017-11-07,"Mobile firms start sharing customer data with FBR, Senate body told",Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1368880/mobile-firms-start-sharing-customer-data-with-fbr-senate-body-told
2017-11-07,"Oil surges as Saudi Arabia, Iran trade accusations",Oil & Gas / Energy Sector,Negative,https://www.dawn.com/news/1368978/oil-surges-as-saudi-arabia-iran-trade-accusations
2017-11-07,PSX closes flat as political pressure prevents take-off led by oil,Stock Market (Direct),No Signal,https://www.dawn.com/news/1369000/psx-closes-flat-as-political-pressure-prevents-take-off-led-by-oil
2017-11-07,Petition admitted against SBP governor’s appointment,Monetary Policy / Interest Rates,No Signal,https://www.dawn.com/news/1368877/petition-admitted-against-sbp-governors-appointment
2017-11-07,"Richard Morin, a Canadian national, appointed PSX chief amid resistance",Stock Market (Direct),No Signal,https://www.dawn.com/news/1368842/morin-appointed-psx-chief
2017-11-08,Banking profits dip 2pc,Monetary Policy / Interest Rates,Negative,https://www.dawn.com/news/1369061/banking-profits-dip-2pc
2017-11-08,Sindh okays major projects under public-private partnerships,Political Stability / Government,No Signal,https://www.dawn.com/news/1369060/sindh-okays-major-projects-under-public-private-partnerships
2017-11-08,Stocks gain ground as political tensions simmer,Stock Market (Direct); Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1369221/stocks-gain-ground-as-political-tensions-simmer
2017-11-08,Stocks make meagre gains as volatility persists,Stock Market (Direct),Neutral,https://www.dawn.com/news/1369058/stocks-make-meagre-gains-as-volatility-persists
2017-11-09,Akhtar sees 1.4m people filing tax returns this year,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1369244/akhtar-sees-14m-people-filing-tax-returns-this-year
2017-11-09,Bullish trend continues as KSE-100 index gains 531 points,Stock Market (Direct),Positive,https://www.dawn.com/news/1369444/bullish-trend-continues-as-kse-100-index-gains-531-points
2017-11-09,"Gas shortage overcome, new connections available: SSGC",Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1369237/gas-shortage-overcome-new-connections-available-ssgc
2017-11-09,LHC takes notice of delay in tax recovery appeals settlement,Fiscal Policy / Budget / Taxes,Negative,https://www.dawn.com/news/1369242/lhc-takes-notice-of-delay-in-tax-recovery-appeals-settlement
2017-11-09,"SBP to get shares of agri bank, HBFC",Monetary Policy / Interest Rates,No Signal,https://www.dawn.com/news/1369243/sbp-to-get-shares-of-agri-bank-hbfc
2017-11-09,Stocks edge up as foreign buyers cherry-pick,Stock Market (Direct),Positive,https://www.dawn.com/news/1369241/stocks-edge-up-as-foreign-buyers-cherry-pick
2017-11-09,World Bank lending to rich countries slammed,IMF / External Financing,Negative,https://www.dawn.com/news/1369235/world-bank-lending-to-rich-countries-slammed
2017-11-10,PSX closes week on negative note as benchmark plunges 354 points,Stock Market (Direct),Negative,https://www.dawn.com/news/1369639/psx-closes-week-on-negative-note-as-benchmark-plunges-354-points
2017-11-10,Remittances rise to $6.4bn,Monetary Policy / Interest Rates,Positive,https://www.dawn.com/news/1369524/remittances-rise-to-64bn
2017-11-10,Stocks rally 531 points on mutual fund buying,Stock Market (Direct),Positive,https://www.dawn.com/news/1369520/stocks-rally-531-points-on-mutual-fund-buying
2017-11-10,World Bank projects Pakistan’s GDP growth rate at 5.5pc for 2017-18,IMF / External Financing; GDP / Economic Growth,No Signal,https://www.dawn.com/news/1369588/world-bank-projects-pakistans-gdp-growth-rate-at-55pc-for-2017-18
2017-11-10,World Bank urges caution against regulatory duties,IMF / External Financing; Fiscal Policy / Budget / Taxes; Current Account / Trade,No Signal,https://www.dawn.com/news/1369529/world-bank-urges-caution-against-regulatory-duties
2017-11-10,‘Govt hopeful about GSP+ extension’,Textile Sector,No Signal,https://www.dawn.com/news/1369522/govt-hopeful-about-gsp-extension
2017-11-10,‘Women entrepreneurs contributing to economic growth’,GDP / Economic Growth,No Signal,https://www.dawn.com/news/1369511/women-entrepreneurs-contributing-to-economic-growth
2017-11-11,Upfront tariff for bagasse-run power plants cut,Fiscal Policy / Budget / Taxes,Positive,https://www.dawn.com/news/1369665/upfront-tariff-for-bagasse-run-power-plants-cut
2017-11-12,Exports to Tajikistan dip on tariff restrictions,Fiscal Policy / Budget / Taxes; Current Account / Trade,Neutral,https://www.dawn.com/news/1369933/exports-to-tajikistan-dip-on-tariff-restrictions
2017-11-12,How unchecked export of raw materials to China is ruining Pakistan's marble industry,Current Account / Trade,No Signal,https://www.dawn.com/news/1369996/losing-our-marble
2017-11-12,Oil turns from Modi’s blessing to India’s burden,Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1369909/oil-turns-from-modis-blessing-to-indias-burden
2017-11-12,Political factors fuel oil bull run,Oil & Gas / Energy Sector,Positive,https://www.dawn.com/news/1369924/political-factors-fuel-oil-bull-run
2017-11-12,Rural Sindh appears poorest among all: SBP,Monetary Policy / Interest Rates,No Signal,https://www.dawn.com/news/1369926/rural-sindh-appears-poorest-among-all-sbp
2017-11-13,Banks’ profitability face choppy waters,Monetary Policy / Interest Rates,Positive,https://www.dawn.com/news/1370079/banks-profitability-face-choppy-waters
2017-11-13,Bearish trend continues at PSX as benchmark plunges 196 points,Stock Market (Direct),Negative,https://www.dawn.com/news/1370255/bearish-trend-continues-at-psx-as-benchmark-plunges-196-points
2017-11-13,Exports of computer services increase by 32pc,Current Account / Trade,Positive,https://www.dawn.com/news/1370259/exports-of-computer-services-increase-by-32pc
2017-11-13,Rupee report: Rupee stable against dollar,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1370081/rupee-report-rupee-stable-against-dollar
2017-11-14,$150m guarantee for LNG suppliers,Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1370302/150m-guarantee-for-lng-suppliers
2017-11-14,Aptma wants to import cotton from India,Current Account / Trade; Textile Sector,No Signal,https://www.dawn.com/news/1370300/aptma-wants-to-import-cotton-from-india
2017-11-14,Global foodstuffs imports to rise this year,Current Account / Trade,No Signal,https://www.dawn.com/news/1370290/global-foodstuffs-imports-to-rise-this-year
2017-11-14,Housing to get boost with cheaper financing,IMF / External Financing,Positive,https://www.dawn.com/news/1370303/housing-to-get-boost-with-cheaper-financing
2017-11-14,"PSX continues to dip as benchmark index falls below 41,100-mark again",Stock Market (Direct); Textile Sector,No Signal,https://www.dawn.com/news/1370474/psx-continues-to-dip-as-benchmark-index-falls-below-41100-mark-again
2017-11-14,Stocks lose 195 points despite foreign buying,Stock Market (Direct),Negative,https://www.dawn.com/news/1370301/stocks-lose-195-points-despite-foreign-buying
2017-11-14,Trade gap widens to $3.04bn,Current Account / Trade,Negative,https://www.dawn.com/news/1370304/trade-gap-widens-to-304bn
2017-11-15,Bears continue to dominate PSX as KSE-100 index loses 281 points,Stock Market (Direct),Negative,https://www.dawn.com/news/1370695/bears-continue-to-dominate-psx-as-kse-100-index-loses-281-points
2017-11-15,LPG imports choke as prices soar,Inflation / CPI; Current Account / Trade,Positive,https://www.dawn.com/news/1370520/lpg-imports-choke-as-prices-soar
2017-11-15,Leather exports suffering due to DLTL delay,Current Account / Trade,Negative,https://www.dawn.com/news/1370511/leather-exports-suffering-due-to-dltl-delay
2017-11-15,PSX loses weight in MSCI review,Stock Market (Direct); Foreign Investment / FPI,No Signal,https://www.dawn.com/news/1370518/psx-loses-weight-in-msci-review
2017-11-15,Pakistan to get $4.7bn under Asian Development Bank’s new business plan,IMF / External Financing,No Signal,https://www.dawn.com/news/1370519/pakistan-to-get-47bn-under-asian-development-banks-new-business-plan
2017-11-15,"Stocks fall below 41,000 on lack of triggers",Stock Market (Direct),Negative,https://www.dawn.com/news/1370515/stocks-fall-below-41000-on-lack-of-triggers
2017-11-16,Bearish spell sets in on stock market,Stock Market (Direct),Negative,https://www.dawn.com/news/1370779/bearish-spell-sets-in-on-stock-market
2017-11-16,Foreign investment jumps by 74pc,Foreign Investment / FPI,Positive,https://www.dawn.com/news/1370781/foreign-investment-jumps-by-74pc
2017-11-16,Gilgit-Baltistan protesters demand withdrawal of taxes,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1370780/gilgit-baltistan-protesters-demand-withdrawal-of-taxes
2017-11-16,National Security Committee decides to benefit from available energy import options,Current Account / Trade,No Signal,https://www.dawn.com/news/1370751/national-security-committee-decides-to-benefit-from-available-energy-import-options
2017-11-16,PSX gains slightly following consecutive bearish sessions,Stock Market (Direct); Textile Sector,Negative,https://www.dawn.com/news/1370907/psx-gains-slightly-following-consecutive-bearish-sessions
2017-11-16,Petrol war continues as PAMA joins fray,Oil & Gas / Energy Sector; Automobile Sector,No Signal,https://www.dawn.com/news/1370782/petrol-war-continues-as-pama-joins-fray
2017-11-17,Are our oil marketing companies adding extremely harmful chemicals to petrol?,Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1371062/petrol-additives?preview
2017-11-17,Bulls stage comeback after four-day of losses,Stock Market (Direct),Positive,https://www.dawn.com/news/1370956/bulls-stage-comeback-after-four-day-of-losses
2017-11-17,Exporters seek govt support to capture EU rice market,Current Account / Trade,No Signal,https://www.dawn.com/news/1370963/exporters-seek-govt-support-to-capture-eu-rice-market
2017-11-17,"FBR, ministry trade fire over regulatory duties",Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1370966/fbr-ministry-trade-fire-over-regulatory-duties
2017-11-17,PSX lands flat on week's close,Stock Market (Direct),No Signal,https://www.dawn.com/news/1371121/psx-lands-flat-on-weeks-close
2017-11-17,‘Pakistan LNG import project consortium folds’,Current Account / Trade; Oil & Gas / Energy Sector,No Signal,https://www.dawn.com/news/1370953/pakistan-lng-import-project-consortium-folds
2017-11-19,EU cuts funding to Turkey in 2018 budget,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1371398/eu-cuts-funding-to-turkey-in-2018-budget
2017-11-19,Panama Papers have hardly helped in extracting tax: officials,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1371502/panama-papers-have-hardly-helped-in-extracting-tax-officials
2017-11-19,Printers demand tax exemption on raw materials,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1371406/printers-demand-tax-exemption-on-raw-materials
2017-11-19,Stocks fall as MSCI reduces Pakistan weight,Stock Market (Direct); Foreign Investment / FPI,Negative,https://www.dawn.com/news/1371407/stocks-fall-as-msci-reduces-pakistan-weight
2017-11-19,Women entrepreneurs demand incentives,Fiscal Policy / Budget / Taxes,No Signal,https://www.dawn.com/news/1371401/women-entrepreneurs-demand-incentives
2017-11-20,Bears dominate PSX as KSE-100 loses 527 points,Stock Market (Direct),Negative,https://www.dawn.com/news/1371747/bears-dominate-psx-as-kse-100-loses-527-points
2017-11-20,Pakistan bourse yet to see listing benefits,Stock Market (Direct),No Signal,https://www.dawn.com/news/1371696/pakistan-bourse-yet-to-see-listing-benefits
2017-11-20,Stability on interbank market,Currency / Exchange Rate,No Signal,https://www.dawn.com/news/1371699/stability-on-interbank-market
2017-11-21,Current account gap widens 122pc,Current Account / Trade,No Signal,https://www.dawn.com/news/1371793/current-account-gap-widens-122pc
2017-11-21,PSX lands in green after see-saw session; benchmark index gains 232 points,Stock Market (Direct); Textile Sector,Positive,https://www.dawn.com/news/1371960/psx-lands-in-green-after-see-saw-session-benchmark-index-gains-232-points
